#FamilyID	pvalue	Significant at 0.05
ORTHOMCL975	0.004	y
ORTHOMCL976	0.002	y
ORTHOMCL978	0.017	y
ORTHOMCL980	0.011	y
ORTHOMCL981	0.011	y
ORTHOMCL982	0.042	y
ORTHOMCL983	0.024	y
ORTHOMCL984	0.049	y
ORTHOMCL988	0.02	y
ORTHOMCL995	0.04	y
ORTHOMCL1000	0.037	y
ORTHOMCL1001	0.006	y
ORTHOMCL1009	0.034	y
ORTHOMCL1010	0.008	y
ORTHOMCL1011	0.027	y
ORTHOMCL1014	0	y
ORTHOMCL1017	0	y
ORTHOMCL1021	0	y
ORTHOMCL1022	0.049	y
ORTHOMCL1024	0.02	y
ORTHOMCL1025	0	y
ORTHOMCL1028	0.001	y
ORTHOMCL1035	0.007	y
ORTHOMCL1039	0.012	y
ORTHOMCL1043	0.005	y
ORTHOMCL1045	0.01	y
ORTHOMCL1050	0.036	y
ORTHOMCL1051	0	y
ORTHOMCL1052	0.027	y
ORTHOMCL1055	0	y
ORTHOMCL1057	0.015	y
ORTHOMCL1059	0.031	y
ORTHOMCL1061	0.007	y
ORTHOMCL1068	0.012	y
ORTHOMCL1069	0.002	y
ORTHOMCL1072	0.001	y
ORTHOMCL1074	0.002	y
ORTHOMCL1075	0.009	y
ORTHOMCL1076	0.009	y
ORTHOMCL1079	0.042	y
ORTHOMCL1080	0	y
ORTHOMCL1081	0.004	y
ORTHOMCL1083	0.022	y
ORTHOMCL1086	0	y
ORTHOMCL1087	0.009	y
ORTHOMCL1088	0.024	y
ORTHOMCL1090	0.004	y
ORTHOMCL1091	0.036	y
ORTHOMCL1092	0.024	y
ORTHOMCL1097	0.002	y
ORTHOMCL1098	0.027	y
ORTHOMCL1101	0.034	y
ORTHOMCL1103	0.036	y
ORTHOMCL1104	0.049	y
ORTHOMCL1105	0.013	y
ORTHOMCL1106	0	y
ORTHOMCL1107	0.002	y
ORTHOMCL1108	0	y
ORTHOMCL1115	0	y
ORTHOMCL1118	0.001	y
ORTHOMCL1120	0.013	y
ORTHOMCL1121	0.002	y
ORTHOMCL1122	0.001	y
ORTHOMCL1123	0.007	y
ORTHOMCL1128	0.023	y
ORTHOMCL1130	0.015	y
ORTHOMCL1133	0.002	y
ORTHOMCL1138	0.009	y
ORTHOMCL1139	0.027	y
ORTHOMCL1142	0.004	y
ORTHOMCL1145	0.023	y
ORTHOMCL1148	0.005	y
ORTHOMCL1150	0.032	y
ORTHOMCL1151	0	y
ORTHOMCL1154	0.007	y
ORTHOMCL1156	0	y
ORTHOMCL1157	0.02	y
ORTHOMCL1158	0.02	y
ORTHOMCL1160	0.002	y
ORTHOMCL1162	0.023	y
ORTHOMCL1167	0.007	y
ORTHOMCL1168	0.007	y
ORTHOMCL1171	0.023	y
ORTHOMCL1173	0.002	y
ORTHOMCL1174	0.006	y
ORTHOMCL1175	0.047	y
ORTHOMCL1180	0.049	y
ORTHOMCL1183	0.001	y
ORTHOMCL1189	0.025	y
ORTHOMCL1190	0.002	y
ORTHOMCL1191	0.008	y
ORTHOMCL1192	0.006	y
ORTHOMCL1193	0.019	y
ORTHOMCL1194	0.002	y
ORTHOMCL1196	0.001	y
ORTHOMCL1198	0.002	y
ORTHOMCL1199	0	y
ORTHOMCL1200	0.001	y
ORTHOMCL1202	0.027	y
ORTHOMCL1204	0.021	y
ORTHOMCL1205	0.004	y
ORTHOMCL1206	0.001	y
ORTHOMCL1208	0.007	y
ORTHOMCL1212	0.047	y
ORTHOMCL1213	0.024	y
ORTHOMCL1221	0.004	y
ORTHOMCL1222	0.031	y
ORTHOMCL1223	0.011	y
ORTHOMCL1226	0.013	y
ORTHOMCL1232	0.03	y
ORTHOMCL1233	0.049	y
ORTHOMCL1234	0.013	y
ORTHOMCL1239	0.038	y
ORTHOMCL1242	0.027	y
ORTHOMCL1249	0.001	y
ORTHOMCL1250	0.034	y
ORTHOMCL1252	0.015	y
ORTHOMCL1254	0.03	y
ORTHOMCL1260	0.02	y
ORTHOMCL1262	0.035	y
ORTHOMCL1265	0.043	y
ORTHOMCL1266	0.015	y
ORTHOMCL1267	0.006	y
ORTHOMCL1269	0.038	y
ORTHOMCL1271	0.03	y
ORTHOMCL1276	0.034	y
ORTHOMCL1277	0.031	y
ORTHOMCL1280	0.001	y
ORTHOMCL1281	0.049	y
ORTHOMCL1293	0.012	y
ORTHOMCL1296	0.032	y
ORTHOMCL1299	0.025	y
ORTHOMCL1304	0.047	y
ORTHOMCL1305	0	y
ORTHOMCL1325	0	y
ORTHOMCL1327	0.004	y
ORTHOMCL1328	0.011	y
ORTHOMCL1329	0.015	y
ORTHOMCL1330	0.047	y
ORTHOMCL1338	0.047	y
ORTHOMCL1339	0.032	y
ORTHOMCL1340	0.047	y
ORTHOMCL1341	0.032	y
ORTHOMCL1342	0.03	y
ORTHOMCL1343	0.011	y
ORTHOMCL1347	0	y
ORTHOMCL1360	0.042	y
ORTHOMCL1361	0.002	y
ORTHOMCL1363	0.02	y
ORTHOMCL1367	0.032	y
ORTHOMCL1374	0.042	y
ORTHOMCL1378	0	y
ORTHOMCL1380	0.009	y
ORTHOMCL1383	0.009	y
ORTHOMCL1385	0.013	y
ORTHOMCL1394	0	y
ORTHOMCL1402	0.008	y
ORTHOMCL1405	0.007	y
ORTHOMCL1406	0.002	y
ORTHOMCL1407	0.017	y
ORTHOMCL1412	0.048	y
ORTHOMCL1413	0.002	y
ORTHOMCL1414	0.03	y
ORTHOMCL1420	0.009	y
ORTHOMCL1423	0.043	y
ORTHOMCL1429	0.002	y
ORTHOMCL1437	0.049	y
ORTHOMCL1438	0.02	y
ORTHOMCL1441	0.021	y
ORTHOMCL1446	0.049	y
ORTHOMCL1447	0.002	y
ORTHOMCL1449	0.018	y
ORTHOMCL1452	0	y
ORTHOMCL1453	0.049	y
ORTHOMCL1458	0.002	y
ORTHOMCL1459	0.002	y
ORTHOMCL1468	0.031	y
ORTHOMCL1472	0.026	y
ORTHOMCL1474	0.023	y
ORTHOMCL1484	0.021	y
ORTHOMCL1489	0	y
ORTHOMCL1490	0.03	y
ORTHOMCL1501	0.001	y
ORTHOMCL1502	0	y
ORTHOMCL1511	0.021	y
ORTHOMCL1516	0	y
ORTHOMCL1522	0.007	y
ORTHOMCL1528	0.03	y
ORTHOMCL1532	0.007	y
ORTHOMCL1546	0.017	y
ORTHOMCL1548	0.028	y
ORTHOMCL1551	0.007	y
ORTHOMCL1564	0.022	y
ORTHOMCL1565	0.021	y
ORTHOMCL1569	0.015	y
ORTHOMCL1575	0	y
ORTHOMCL1588	0.03	y
ORTHOMCL1592	0.021	y
ORTHOMCL1593	0.001	y
ORTHOMCL1595	0.007	y
ORTHOMCL1600	0.042	y
ORTHOMCL1606	0.043	y
ORTHOMCL1608	0.03	y
ORTHOMCL1609	0.03	y
ORTHOMCL1613	0.03	y
ORTHOMCL1616	0.013	y
ORTHOMCL1626	0.017	y
ORTHOMCL1628	0.007	y
ORTHOMCL1634	0.027	y
ORTHOMCL1635	0.002	y
ORTHOMCL1640	0.002	y
ORTHOMCL1645	0.002	y
ORTHOMCL1646	0.015	y
ORTHOMCL1648	0.007	y
ORTHOMCL1659	0.045	y
ORTHOMCL1660	0.021	y
ORTHOMCL1672	0	y
ORTHOMCL1674	0.032	y
ORTHOMCL1677	0.006	y
ORTHOMCL1678	0.002	y
ORTHOMCL1687	0.007	y
ORTHOMCL1688	0.007	y
ORTHOMCL1693	0.002	y
ORTHOMCL1694	0.03	y
ORTHOMCL1696	0.013	y
ORTHOMCL1710	0.024	y
ORTHOMCL1713	0.032	y
ORTHOMCL1716	0.007	y
ORTHOMCL1717	0.049	y
ORTHOMCL1724	0.004	y
ORTHOMCL1733	0.033	y
ORTHOMCL1750	0.042	y
ORTHOMCL1759	0.031	y
ORTHOMCL1767	0.031	y
ORTHOMCL1769	0.02	y
ORTHOMCL1782	0.006	y
ORTHOMCL1800	0.007	y
ORTHOMCL1801	0.033	y
ORTHOMCL1813	0.002	y
ORTHOMCL1816	0.03	y
ORTHOMCL1824	0.035	y
ORTHOMCL1827	0.031	y
ORTHOMCL1840	0.024	y
ORTHOMCL1852	0.013	y
ORTHOMCL1854	0.031	y
ORTHOMCL1869	0.03	y
ORTHOMCL1880	0.03	y
ORTHOMCL1886	0	y
ORTHOMCL1897	0.023	y
ORTHOMCL1900	0.024	y
ORTHOMCL1908	0.033	y
ORTHOMCL1912	0.035	y
ORTHOMCL1926	0.007	y
ORTHOMCL1933	0.03	y
ORTHOMCL1934	0.03	y
ORTHOMCL1935	0	y
ORTHOMCL1940	0.004	y
ORTHOMCL1941	0.002	y
ORTHOMCL1944	0.025	y
ORTHOMCL1946	0.02	y
ORTHOMCL1947	0.03	y
ORTHOMCL1967	0.007	y
ORTHOMCL1979	0.007	y
ORTHOMCL1996	0.03	y
ORTHOMCL2002	0.031	y
ORTHOMCL2004	0.03	y
ORTHOMCL2005	0.03	y
ORTHOMCL2020	0.002	y
ORTHOMCL2024	0.03	y
ORTHOMCL2029	0.022	y
ORTHOMCL2042	0.002	y
ORTHOMCL2056	0.038	y
ORTHOMCL2060	0.044	y
ORTHOMCL2079	0.03	y
ORTHOMCL2095	0.03	y
ORTHOMCL2099	0.03	y
ORTHOMCL2102	0.03	y
ORTHOMCL2134	0.007	y
ORTHOMCL2138	0.007	y
ORTHOMCL2139	0.045	y
ORTHOMCL2143	0.011	y
ORTHOMCL2147	0.03	y
ORTHOMCL2159	0.015	y
ORTHOMCL2182	0.013	y
ORTHOMCL2183	0.03	y
ORTHOMCL2222	0.03	y
ORTHOMCL2258	0.009	y
ORTHOMCL2260	0.023	y
ORTHOMCL2301	0.038	y
ORTHOMCL2315	0.018	y
ORTHOMCL2338	0.001	y
ORTHOMCL2370	0.039	y
ORTHOMCL2385	0.002	y
ORTHOMCL2396	0.03	y
ORTHOMCL2400	0.023	y
ORTHOMCL2417	0.002	y
ORTHOMCL2435	0.025	y
ORTHOMCL2455	0.021	y
ORTHOMCL2465	0.026	y
ORTHOMCL2490	0.047	y
ORTHOMCL2531	0.027	y
ORTHOMCL2536	0.001	y
ORTHOMCL2562	0.031	y
ORTHOMCL2565	0.015	y
ORTHOMCL2572	0.045	y
ORTHOMCL2579	0.036	y
ORTHOMCL2593	0.021	y
ORTHOMCL2600	0.026	y
ORTHOMCL2604	0.037	y
ORTHOMCL2621	0	y
ORTHOMCL2637	0.022	y
ORTHOMCL2652	0.007	y
ORTHOMCL2691	0.02	y
ORTHOMCL2705	0.005	y
ORTHOMCL2721	0.025	y
ORTHOMCL2749	0.03	y
ORTHOMCL2813	0.029	y
ORTHOMCL2822	0.002	y
ORTHOMCL2824	0.009	y
ORTHOMCL2970	0.049	y
ORTHOMCL2972	0.007	y
ORTHOMCL2974	0.02	y
ORTHOMCL2977	0.007	y
ORTHOMCL2992	0.034	y
ORTHOMCL3077	0.007	y
ORTHOMCL3139	0.03	y
ORTHOMCL3156	0.004	y
ORTHOMCL3258	0.001	y
ORTHOMCL3298	0.002	y
ORTHOMCL3325	0.038	y
ORTHOMCL3334	0.006	y
ORTHOMCL3459	0.047	y
ORTHOMCL3608	0.006	y
ORTHOMCL3649	0.014	y
ORTHOMCL3723	0.002	y
ORTHOMCL4055	0.018	y
ORTHOMCL4083	0	y
ORTHOMCL4126	0	y
ORTHOMCL4402	0.002	y
ORTHOMCL4403	0.002	y
ORTHOMCL4405	0.039	y
ORTHOMCL4407	0.023	y
ORTHOMCL4621	0.038	y
ORTHOMCL4746	0	y
ORTHOMCL4997	0.033	y
ORTHOMCL5141	0.039	y
ORTHOMCL5215	0.03	y
ORTHOMCL5257	0.013	y
ORTHOMCL5461	0.002	y
ORTHOMCL5816	0.037	y
ORTHOMCL6208	0.03	y
ORTHOMCL6522	0.024	y
ORTHOMCL6595	0.03	y
ORTHOMCL6841	0.001	y
ORTHOMCL7382	0.002	y
ORTHOMCL7426	0	y
ORTHOMCL7895	0.014	y
ORTHOMCL7957	0.011	y
ORTHOMCL8069	0.026	y
ORTHOMCL8136	0.009	y
ORTHOMCL8154	0.018	y
ORTHOMCL8291	0.002	y
ORTHOMCL8340	0.007	y
ORTHOMCL8480	0.007	y
ORTHOMCL8489	0	y
ORTHOMCL8500	0	y
ORTHOMCL8585	0.001	y
ORTHOMCL8588	0.007	y
ORTHOMCL8592	0.001	y
ORTHOMCL8614	0.008	y
ORTHOMCL8627	0	y
ORTHOMCL8653	0.02	y
ORTHOMCL8688	0.039	y
ORTHOMCL8693	0.001	y
ORTHOMCL8760	0.02	y
ORTHOMCL8780	0.039	y
ORTHOMCL8788	0.048	y
ORTHOMCL8797	0.033	y
ORTHOMCL8863	0.002	y
ORTHOMCL8953	0.004	y
ORTHOMCL8959	0.007	y
ORTHOMCL8971	0.007	y
ORTHOMCL8973	0.007	y
ORTHOMCL8978	0.038	y
ORTHOMCL8986	0.015	y
ORTHOMCL9034	0	y
ORTHOMCL9043	0.027	y
ORTHOMCL9080	0.007	y
ORTHOMCL9089	0.033	y
ORTHOMCL9102	0.033	y
ORTHOMCL9104	0.029	y
ORTHOMCL9109	0.001	y
ORTHOMCL9111	0.024	y
ORTHOMCL9128	0.007	y
ORTHOMCL9129	0.033	y
ORTHOMCL9139	0.001	y
ORTHOMCL9143	0.02	y
ORTHOMCL9154	0.041	y
ORTHOMCL9155	0.036	y
ORTHOMCL9156	0.036	y
ORTHOMCL9222	0.007	y
ORTHOMCL9237	0.001	y
ORTHOMCL9241	0.031	y
ORTHOMCL9244	0.001	y
ORTHOMCL9251	0.035	y
ORTHOMCL9254	0.002	y
ORTHOMCL9263	0.007	y
ORTHOMCL9270	0.007	y
ORTHOMCL9283	0.001	y
ORTHOMCL9296	0.007	y
ORTHOMCL9298	0.025	y
ORTHOMCL9299	0.007	y
ORTHOMCL9301	0.013	y
ORTHOMCL9304	0.031	y
ORTHOMCL9305	0.001	y
ORTHOMCL9306	0.021	y
ORTHOMCL9308	0.021	y
ORTHOMCL9310	0	y
ORTHOMCL9311	0.033	y
ORTHOMCL9312	0.03	y
ORTHOMCL9410	0.014	y
ORTHOMCL9412	0.002	y
ORTHOMCL9414	0.02	y
ORTHOMCL9415	0.007	y
ORTHOMCL9419	0.014	y
